classification,red,blue,green,black,golden,brown,Cyan,purple,white,Pink,Pink,watermelon,watermelon,tangerine,orange,grapefruit,Banana,Cherry,pitaya,pineapple,Sugar cane,Peach,Chestnut,plum,Loquat,Wax gourd,eggplant,Pepper
2,646.065,185.22,0,0.1998,0.2179,20.5,0.7145,0.4686,0.3806,1.64,0.1447,0.9312,15.1281,0.0077,19.0116,128.4915,484.9407,40.9091,3600,15.9627,3.4091,117587,0.2638,221.1111,104.2381,0.0042,186.343,0.3242
2,565.95,189.63,0.0005,0.0067,0.021,15.8,0.2495,0.0198,0.6341,1.1055,0.0801,0.9643,15.988,0.0777,26.3069,42.0285,694.0533,384,3214.2857,18.1763,6.48,98620,0.378,199.4286,130.2239,0.0051,217.0259,0.2245
2,701.925,178.605,0.0004,0.0421,0.0614,12.4,0.6161,0.1432,0.625,1.1699,0.0995,0.9579,15.0394,0.0513,20.5111,14.3464,401.2081,300,1111.1111,17.0149,5.3571,106427.5,0.2247,207.0556,110.8889,0.0055,208.1324,0.2675
2,720.3,198.45,0.0002,0.1214,0.1391,14.9,0.7902,0.407,0.5165,1.4287,0.1021,0.9518,16.0365,0.0361,20.181,115.7772,2.19,142.8571,2727.2727,16.1474,4.2857,139356.5,0.3269,187.7778,115.6119,0.0028,206.1503,0.1757
2,680.61,186.69,0.0011,0.0153,0.0329,16.4,0.3211,0.0409,0.4596,1.5356,0.1401,0.9373,20.1258,0.1851,20.272,57.8851,700.2351,212.5,3600,17.6322,4.375,122837,0.3514,193.619,115.5652,0.0062,203.2424,0.1919
2,673.26,185.955,0.0007,0.0599,0.0754,16.9,0.6724,0.19,0.5017,1.4435,0.1178,0.9468,16.7321,0.1084,22.8242,56.2093,1133.4371,405,1500,16.7847,4.95,112900,0.2228,203.8387,123.8346,0.0271,203.877,0.2647
2,621.075,144.795,0.0001,0.0546,0.0748,16.8,0.7276,0.1504,0.6279,1.132,0.1054,0.956,10.6818,0.0113,17.2633,74.3973,1237.5728,163.6364,6818.1818,16.5846,4.0909,77955,0.3317,220.6117,137.6121,0.0175,192.4967,0.3059
2,723.24,184.485,0.0007,0.0251,0.04,10.5,0.5395,0.0715,0.6024,1.2139,0.094,0.9586,16.4568,0.1092,17.5424,65.9505,543.3776,103.8462,4137.931,16.918,5.4231,114145,0.3757,216.0357,177.3985,0.0138,222.7185,0.1938
2,657.09,151.41,0.0002,0.0315,0.0461,12.9,0.5161,0.0664,0.4693,1.4367,0.1372,0.9363,15.1561,0.0335,15.9504,91.4446,118.4992,81.8182,2608.6957,17.1513,4.3636,98211.5,0.3409,220.5357,125.7876,0.0113,201.8303,0.1729
2,640.92,133.77,0.0004,0.0715,0.0924,15.8,0.7045,0.235,0.4434,1.4724,0.1501,0.9303,11.9436,0.0437,15.1275,123.1554,220.1605,66.6667,2400,16.635,4.3333,82042,0.2454,196.5952,131.6736,0.0159,177.3986,0.3056
2,626.955,234.465,0,0.0175,0.0275,14,0.4347,0.0345,0.5493,1.3526,0.1053,0.954,23.0424,0.0064,31.7648,48.0819,356.9315,403.4483,3461.5385,17.3885,5.2759,148293.5,0.3571,192.3333,115.2678,0.0094,195.5209,0.259
2,627.69,171.99,0.0004,0.1404,0.1729,16.2,0.8125,0.3686,0.4353,1.5427,0.1528,0.9299,11.8314,0.0526,21.5561,68.3454,137.5032,200,1071.4286,15.939,5.7778,100152,0.2751,209.4,126.2308,0.0043,183.9958,0.3433
2,579.915,147.735,0.0002,0.2539,0.2755,14.5,0.7145,0.5117,0.4659,1.4235,0.132,0.9375,9.5055,0.0293,14.8767,76.963,548.1222,0,4137.931,15.4792,4.6452,81620.5,0.2264,201.0854,108.5114,0.024,160.5394,0.3252
2,564.48,155.085,0.0002,0.0179,0.0321,15.4,0.3054,0.0498,0.588,1.1765,0.0898,0.9581,12.7122,0.0248,18.6224,46.6948,287.5424,134.4828,0,17.7276,4.2414,77170,0.3375,221.7879,125.6329,0.0109,220.6195,0.2016
2,679.14,178.605,0.0009,0.034,0.0517,11.8,0.6822,0.1188,0.5175,1.3679,0.1126,0.9494,15.0381,0.1355,18.9904,61.6195,1131.6828,138.4615,2307.6923,16.8154,4.8462,103567.5,0.3148,205.4444,120.4957,0.0105,214.2433,0.1176
2,690.165,220.5,0.0002,0.0266,0.047,18.2,0.6049,0.0795,0.5974,1.2392,0.0992,0.9552,18.1502,0.0304,20.7754,52.387,834.7465,160,5769.2308,16.8072,5.4,124115,0.3054,193,125.6543,0.0105,205.5989,0.2656
2,721.035,169.05,0.0003,0.0469,0.0625,20,0.6321,0.1345,0.45,1.5499,0.1293,0.9403,18.4596,0.0402,16.2265,98.0753,407.1357,95.4545,1250,16.8739,4.5,119395,0.2842,218.6774,110.6725,0.0066,198.9752,0.3157
2,694.575,190.365,0.0002,0.0173,0.0332,12.8,0.2689,0.0471,0.5696,1.2524,0.0961,0.9575,17.5834,0.0259,24.2977,21.686,364.153,455.1724,1363.6364,17.1644,4.7586,107559,0.3296,214.375,128.4,0.0035,191.6408,0.3454
2,707.805,177.135,0.0001,0.1078,0.1281,13,0.7823,0.3211,0.5921,1.2516,0.0917,0.9565,13.9475,0.0212,18.6512,69.5647,637.0027,168,1153.8462,16.1401,4.8,114253.5,0.3125,205.2,127.6553,0.0219,169.6502,0.3599
2,772.485,194.775,0.0001,0.0443,0.0751,10.8,0.6933,0.1616,0.3978,1.6571,0.1558,0.9278,18.7107,0.0181,19.1458,106.1689,179.631,117.3913,1034.4828,17.1689,4.3043,129338,0.3446,201.4058,119.6692,0.0174,214.2966,0.2472
2,747.495,182.28,0.0018,0.0146,0.0362,17.4,0.5603,0.0703,0.5967,1.2453,0.0915,0.959,17.6094,0.2702,13.1429,102.026,410.1236,13.0435,5217.3913,17.0505,6.3913,120397,0.2422,216.0417,123.4343,0.011,197.5783,0.1913
2,584.325,194.04,0.0001,0.0192,0.0302,14.5,0.4697,0.0671,0.5231,1.4091,0.1237,0.9466,17.8321,0.0171,28.1204,116.8112,209.7577,155.5556,3157.8947,17.5315,3.7778,116165,0.2961,222.1977,134.7624,0.0203,199.2328,0.2635
2,560.805,183.015,0.0002,0.0253,0.0458,13.5,0.4134,0.0595,0.588,1.2121,0.1106,0.9514,13.5064,0.025,8.6597,216.2948,253.5358,455.5556,4500,17.3568,5.8889,82100,0.3333,207.6,92.1667,0.0066,197.2033,0.2612
2,626.955,180.075,0.0002,0.0395,0.0571,15.4,0.4759,0.1186,0.6167,1.1848,0.0971,0.9615,16.9473,0.0351,26.0023,55.8596,772.9002,348,2222.2222,17.4056,5.16,112681,0.3011,189.9074,114.0576,0.0156,205.8973,0.2089
2,715.155,147,0.0013,0.0526,0.0741,11.2,0.7213,0.1558,0.5469,1.3091,0.117,0.9445,12.7763,0.1594,13.464,62.9804,615.5511,69.2308,6315.7895,16.766,3.9231,92706,0.2651,198.4118,122.4259,0.0061,209.7509,0.1958
2,612.255,117.6,0.0003,0.0552,0.086,11.1,0.6764,0.1648,0.4651,1.3895,0.127,0.9413,10.3562,0.0327,16.9864,51.103,437.6162,166.6667,0,16.7812,4.1111,70726,0.2649,211.8788,114.6887,0.0152,195.0977,0.2525
2,651.945,133.77,0.0004,0.0404,0.0699,13.2,0.8179,0.1502,0.622,1.1649,0.0949,0.9572,11.3533,0.0552,16.7378,113.0633,218.9454,68.1818,1153.8462,16.5414,5.3182,94325.5,0.3421,209,129.7977,0.0064,219.2164,0.1585
2,708.54,174.195,0.0001,0.0781,0.1023,11,0.7692,0.227,0.5195,1.3804,0.1318,0.9387,13.1759,0.0169,21.5072,8.6741,279.7856,384,0,16.3924,4.8,102198.5,0.2566,212.9,100.4851,0.0095,186.1766,0.2364
2,682.08,203.595,0.0001,0.1039,0.1235,16,0.7802,0.3654,0.4825,1.4829,0.1403,0.9388,14.1506,0.0132,18.0254,44.7941,789.6069,154.8387,5555.5556,15.9375,5.8065,117461.5,0.2235,223.4286,136.0897,0.0048,206.3897,0.3326
2,705.6,210.945,0.0007,0.1431,0.1768,11.9,0.7612,0.4236,0.3292,1.739,0.1728,0.9236,17.321,0.1219,20.6782,130.0683,880.4031,78.2609,6428.5714,16.1496,4.6957,132149,0.3643,202.6452,107.0183,0.0077,181.6898,0.2832
2,598.29,157.29,0.0001,0.02,0.0436,12.1,0.6396,0.1071,0.5575,1.2954,0.1258,0.9476,13.6701,0.0084,18.5772,94.698,320.5016,142.8571,0,16.9403,5.4286,92221,0.2537,189.2632,144.2209,0.0148,180.6468,0.3045
2,588.735,145.53,0.0007,0.3009,0.3265,10.7,0.6813,0.586,0.4063,1.5553,0.1474,0.9328,11.4463,0.1053,16.3347,175.9607,675.6804,114.2857,1071.4286,15.3913,5.1429,89985.5,0.2774,214.0536,108.7092,0.0209,207.8859,0.2014
2,644.595,189.63,0.0002,0.0178,0.0348,13.9,0.4856,0.0453,0.5815,1.2719,0.1344,0.9504,18.1748,0.0341,23.6102,66.4858,151.7705,225,3750,17.3844,4.6071,117563,0.2697,152.0833,100.4234,0.0082,175.9339,0.3372
2,670.32,154.35,0.0006,0.089,0.1162,15,0.6149,0.1631,0.6164,1.1571,0.0869,0.9599,11.2489,0.0716,10.3384,103.5374,994.7317,93.1034,5769.2308,16.7845,5.2759,87458,0.2688,211.2857,167.1927,0.0073,222.289,0.164
2,625.485,195.51,0.0002,0.0172,0.0332,14.8,0.4686,0.0732,0.5276,1.3744,0.1177,0.9505,17.5479,0.0336,27.4804,33.4105,767.7133,351.7241,1111.1111,17.3151,4.1379,113524.5,0.3121,208.9038,125.0207,0.0125,201.8044,0.2775
2,697.515,154.35,0.0009,0.1058,0.1486,9.7,0.7506,0.2835,0.4332,1.4514,0.1385,0.9364,9.02,0.0903,10.4601,31.087,1432.4876,72.4138,6923.0769,16.3487,4.0345,73063.5,0.3253,153,63.6471,0.0008,193.1137,0.3222
2,730.59,171.99,0.0002,0.059,0.0853,13.7,0.6263,0.1761,0.6358,1.1385,0.0812,0.9641,13.8991,0.0246,18.4013,6.3989,566.7022,311.5385,0,16.9009,4.5,103868,0.3976,192.08,94.7313,0.0066,200.4546,0.1893
2,707.805,211.68,0.0003,0.0143,0.0361,13.9,0.3284,0.0418,0.5014,1.4759,0.1512,0.9404,20.9602,0.0593,19.8556,61.687,1333.2539,216,7500,17.4258,6.24,128976,0.3356,221.8202,143.6391,0.0266,207.1188,0.1678
2,669.585,154.35,0.0002,0.091,0.1148,16.1,0.6774,0.2331,0.4641,1.4793,0.1251,0.9411,12.4988,0.0239,16.3018,99.6366,317.5977,105,3600,16.6434,4.35,99850,0.2688,211.675,129.121,0.0098,184.1475,0.3295
2,646.8,202.86,0,0.0135,0.026,11.1,0.4889,0.048,0.5209,1.3802,0.1033,0.954,18.8028,0.0031,20.6206,63.0535,800.5016,109.0909,6666.6667,17.1966,5.2727,120374,0.3401,186.3889,92.7755,0.005,214.2736,0.2185
2,654.15,159.495,0.0002,0.0492,0.0706,17.2,0.7025,0.1832,0.5243,1.3471,0.1022,0.953,14.074,0.026,17.691,136.7208,265.7831,42.8571,3214.2857,16.6636,4.4286,102520.5,0.3462,201.625,118.3223,0.0044,211.5041,0.1467
2,685.02,201.39,0.001,0.1985,0.2234,12,0.7344,0.4615,0.4145,1.6294,0.1725,0.925,15.0994,0.1562,17.4074,44.316,201.0758,100,1071.4286,15.6047,5.2,115348.5,0.2802,199.2917,114.8958,0.0114,192.8554,0.367
2,698.25,213.15,0.0004,0.0896,0.1032,16.3,0.7664,0.2799,0.4232,1.5779,0.134,0.9375,17.2564,0.0716,24.5561,7.6689,188.9869,353.5714,1304.3478,16.2504,4.6071,123025,0.4558,195,105.8824,0.0027,198.5382,0.1755
2,593.88,178.605,0.0014,0.1445,0.1711,14,0.808,0.4136,0.5503,1.3416,0.1284,0.9438,12.5738,0.2341,23.33,111.7729,484.1874,182.6087,3600,15.7032,4.4348,106204.5,0.2049,194,95.6078,0.0079,167.0791,0.4154
2,676.2,191.1,0.0001,0.0294,0.0437,12.7,0.6622,0.1029,0.3877,1.626,0.1332,0.9382,18.1384,0.0089,25.2752,40.485,764.2154,348,3000,17.1122,4.68,120424,0.3066,197.8113,139.786,0.0197,185.3318,0.2754
2,696.78,183.015,0.0003,0.0073,0.0266,14.7,0.4782,0.0364,0.5327,1.3808,0.1084,0.9522,17.724,0.0603,21.8278,101.2051,1050.2999,182.6087,5217.3913,17.3847,5.2174,126346,0.2653,202.2895,116.7376,0.013,207.7135,0.2353
2,610.785,154.35,0.0002,0.171,0.1944,19.2,0.7381,0.4259,0.3628,1.6465,0.1564,0.9293,13.0659,0.0262,21.7184,141.8358,938.9579,183.3333,1363.6364,15.7739,3.8333,105586,0.3218,210.25,132.2529,0.0083,213.0983,0.1714
2,662.97,164.64,0.0001,0.0934,0.1164,16.7,0.8081,0.256,0.4963,1.4226,0.1222,0.9447,12.5304,0.0151,12.4068,159.2102,1204.2123,120,8571.4286,16.2641,6,96654.5,0.329,198.8889,112.952,0.0066,187.7369,0.1463
2,686.49,201.39,0.0001,0.2721,0.2981,10.9,0.6747,0.5188,0.3575,1.6675,0.1594,0.9263,14.4144,0.0189,20.0319,55.3647,698.4071,150,2068.9655,15.3476,5.6538,118739,0.3054,206,118.7179,0.0015,196.2093,0.3126
2,565.95,154.35,0,0.1889,0.2104,11.5,0.7743,0.4161,0.368,1.5595,0.1379,0.9364,12.087,0.0071,15.2693,165.6567,1072.119,85.7143,0,15.6586,5.7143,88444,0.3202,217.2857,112.45,0.0029,195.9663,0.2322
2,691.635,189.63,0,0.1274,0.1452,18.2,0.7414,0.3527,0.389,1.6965,0.1474,0.9294,17.1486,0.0087,19.4172,141.3502,161.1771,40.9091,5000,16.1799,4.2273,141266.5,0.2818,213.6329,114.1429,0.0169,207.2836,0.313
2,605.64,172.725,0.0003,0.0559,0.0799,14.2,0.6942,0.1661,0.6254,1.1603,0.0904,0.9596,12.6351,0.038,17.3799,92.194,1516.2081,84,8275.8621,16.7187,6.6,94633.5,0.362,207.8889,120.2931,0.0028,208.1902,0.2752
2,543.9,166.11,0.0001,0.031,0.0467,15.8,0.6458,0.1222,0.5163,1.4066,0.1686,0.9303,13.4288,0.0092,25.7167,112.7231,204.1621,200,3750,16.9198,4.5,95511.5,0.442,179.0625,112.6613,0.0079,210.3201,0.184
2,552.72,177.135,0,0.0446,0.0568,11.9,0.4879,0.086,0.5068,1.4082,0.1386,0.9348,15.3411,0.0036,26.0148,88.1438,33.4712,222.2222,1935.4839,17.3075,4.6667,103883,0.3816,213.0556,103.2054,0.005,213.5072,0.2918
2,558.6,147,0.0005,0.0956,0.1206,11.9,0.8344,0.3197,0.5993,1.1636,0.0911,0.9587,10.1275,0.0644,18.4989,3.2732,785.0702,290,2307.6923,16.0752,6.3,76026.5,0.235,207.1489,115.1769,0.0146,194.7017,0.2518
2,659.295,228.585,0.0001,0.0417,0.0596,16,0.6455,0.1148,0.5594,1.3554,0.1119,0.9509,18.7274,0.0228,24.1027,111.4292,589.1642,126.9231,5357.1429,16.846,5.4231,129345,0.3829,215.0244,124.4677,0.0085,216.0578,0.2636
2,726.18,163.17,0.0011,0.235,0.264,11.2,0.705,0.4857,0.3899,1.637,0.1429,0.9331,14.2136,0.1721,19.5266,104.37,300.4874,130.4348,1500,15.7171,3.913,117337.5,0.2,219.3,105.9828,0.0048,191.409,0.2781
2,663.705,172.725,0,0.0314,0.0522,16.4,0.6084,0.0919,0.4251,1.5374,0.1646,0.9285,15.53,0.0015,20.2855,7.0161,210.5188,351.7241,0,17.0185,4.9655,98306,0.1902,195.4667,115.8736,0.0048,185.0505,0.3243
2,588,185.955,0.0001,0.0352,0.0614,20.9,0.7843,0.1115,0.5639,1.2475,0.0995,0.9567,13.1726,0.0136,19.0127,121.7985,1136.1288,50,6250,16.6697,6.25,99126.5,0.2202,190.25,86.7895,0.0016,179.692,0.2135
2,607.845,182.28,0.0013,0.1345,0.159,12.2,0.7414,0.3333,0.4022,1.6192,0.1457,0.9339,13.529,0.2353,24.0049,169.7208,994.1771,40.9091,1200,16.3318,4.7727,116349,0.2634,210,113.1214,0.0078,186.4146,0.2998
2,673.995,136.71,0.0003,0.0587,0.0781,14.7,0.6643,0.206,0.4827,1.3988,0.1337,0.9372,12.5651,0.0371,14.8698,63.2947,446.9144,143.4783,4285.7143,16.7103,4.3043,84855,0.3115,209.5263,125,0.0043,200.2052,0.3086
2,574.77,243.285,0,0.0851,0.1015,17.7,0.8159,0.2126,0.423,1.667,0.1693,0.925,18.6475,0.0035,35.318,63.1371,908.8455,537.5,4137.931,16.2687,7.625,134938.5,0.2887,199.4444,99.5042,0.0172,204.8945,0.1171
2,660.03,205.065,0.0002,0.2034,0.2335,13.8,0.7342,0.4946,0.4084,1.6194,0.1625,0.9268,13.3102,0.0318,22.2861,53.4622,1263.9263,217.2414,4285.7143,15.6727,5.4828,113860.5,0.4082,171.2273,85.8673,0.0056,204.9852,0.2425
2,638.715,152.145,0.0008,0.1849,0.202,16.2,0.7544,0.3971,0.3837,1.5856,0.1451,0.9316,12.5365,0.1096,20.7419,85.7924,335.0344,252.6316,0,15.9982,4.4211,97058,0.3243,201.6667,142.8299,0.0056,192.7647,0.3753
2,658.56,180.81,0.0001,0.2024,0.2391,12.3,0.7514,0.5009,0.3832,1.5981,0.1505,0.9299,12.7438,0.0076,21.4363,10.1749,542.3587,369.2308,4090.9091,15.6911,4.3846,102586,0.3297,233.5484,139.0252,0.0141,183.3706,0.2463
2,660.03,202.86,0.0002,0.044,0.0671,13.9,0.6259,0.1394,0.5433,1.3508,0.1091,0.9504,14.2497,0.0242,22.792,60.6241,1194.8259,253.8462,7200,16.8261,5.0769,108477,0.3073,195.4444,106.3487,0.0062,206.3702,0.2176
2,696.045,169.05,0.0001,0.0195,0.0405,11.4,0.4368,0.0734,0.5324,1.3395,0.0999,0.9538,16.6,0.023,20.4562,39.7582,43.8754,357.1429,1500,17.2832,4.7143,111701,0.3179,216.5882,151.8214,0.0069,204.2045,0.2231
2,531.405,218.295,0,0.3829,0.3979,20.9,0.609,0.6928,0.438,1.5767,0.1468,0.9312,12.2097,0.0038,34.0892,36.7905,305.7649,435.4839,1153.8462,14.9311,5.9032,119404.5,0.2994,185.75,81.48,0.0018,193.2942,0.3502
2,535.08,171.255,0,0.1607,0.1878,17.4,0.6635,0.2662,0.6099,1.2565,0.1095,0.9518,12.4172,0.0075,27.9842,105.5464,188.5561,192,2500,15.972,4.32,105872.5,0.2595,202.1071,108.8931,0.0069,178.9277,0.3356
2,532.875,169.05,0.0002,0.065,0.0901,13.9,0.8289,0.2536,0.5627,1.269,0.1063,0.9522,12.3129,0.03,20.4869,138.8418,78.9171,22.2222,4090.9091,16.3013,4.4444,86184.5,0.3457,208.625,113.45,0.0076,210.5158,0.1358
2,730.59,159.495,0.0004,0.047,0.0793,14.7,0.7863,0.1932,0.606,1.2156,0.1213,0.9498,12.409,0.0493,16.4986,76.8861,254.232,143.4783,3461.5385,16.5466,4.5652,102538.5,0.3,217.575,109.834,0.016,193.9353,0.2783
2,492.45,188.16,0,0.0555,0.0748,15.5,0.8227,0.1879,0.3848,1.6001,0.1509,0.9292,14.609,0.0102,29.6914,104.2408,42.9656,196.5517,2142.8571,16.3293,5.2759,104397.5,0.3239,193.1818,102.8843,0.0062,210.5038,0.3036
2,660.03,136.71,0,0.0559,0.0771,15.5,0.7062,0.1864,0.5392,1.2759,0.1001,0.954,13.6438,0.0061,16.1752,76.395,1124.6135,62.069,5172.4138,16.4147,3.931,88929,0.2993,219.7778,115.7963,0.0052,192.3726,0.296
2,665.175,177.87,0.0003,0.385,0.3954,18.9,0.5936,0.7022,0.3202,1.6791,0.1305,0.9391,16.1786,0.0436,20.4411,33.1427,222.4775,248.2759,2727.2727,15.3359,5.5862,110128.5,0.2056,204.25,99.1243,0.0253,178.6842,0.3759
2,731.325,151.41,0.0003,0.1889,0.241,12.3,0.7055,0.4276,0.4183,1.5508,0.1529,0.9275,10.9027,0.0301,13.7051,50.3744,1095.3705,96,1250,16.3758,5.28,95512.5,0.2789,212.3704,115.0657,0.0105,197.4305,0.2179
2,621.81,151.41,0,0.0171,0.0379,20.9,0.5501,0.0889,0.4153,1.5392,0.1314,0.9376,15.8445,0.0032,21.8337,69.8494,235.519,363.1579,1666.6667,17.5334,4.5789,100200.5,0.3011,211.3333,109.6667,0.0016,202.4525,0.2814
2,592.41,166.845,0,0.0266,0.0503,14.9,0.5782,0.0987,0.5508,1.284,0.1146,0.9473,13.9273,0.0051,23.2394,34.0682,34.7962,220.5882,1034.4828,17.0752,4.5,90700,0.3987,213.7451,117.5113,0.0128,210.4205,0.2393
2,671.79,153.615,0,0.0267,0.0581,14.3,0.597,0.1179,0.5579,1.269,0.096,0.9546,10.7969,0.0045,12.3493,86.3845,411.0409,32.1429,4615.3846,17.0712,3.9643,88509.5,0.3072,193.9286,105.7867,0.0044,183.9923,0.3649
2,718.83,169.785,0.0003,0.4095,0.4335,11.9,0.6055,0.735,0.3838,1.5774,0.1427,0.9326,13.321,0.0431,17.1936,35.4518,960.0391,175.8621,4615.3846,14.8118,4.4483,108710,0.3007,199.7778,107.2031,0.0046,186.1859,0.2318
2,685.02,187.425,0.0001,0.0654,0.0796,24.5,0.7996,0.2424,0.4181,1.5899,0.1389,0.9336,16.8595,0.0102,18.7181,143.1212,165.4214,27.2727,2000,16.3671,5.1818,123754,0.2762,178.6,100.4211,0.0015,186.2637,0.2123
2,570.36,174.93,0,0.0888,0.1077,14.7,0.7422,0.1922,0.4865,1.461,0.1492,0.9314,15.1181,0.0053,22.9972,53.6309,469.3353,177.7778,2903.2258,16.6173,4.4444,103331,0.2722,225.4,117.9,0.0029,186.6938,0.3424
2,621.075,181.545,0.0005,0.4241,0.4614,20.3,0.5273,0.6335,0.3753,1.6009,0.1457,0.9325,12.0556,0.0773,20.5419,95.585,327.7888,115.3846,2608.6957,15.645,5.5385,105440.5,0.3419,182.8,90.9615,0.0015,187.2228,0.2227
2,601.23,155.085,0.0001,0.0381,0.0594,11.8,0.7263,0.1468,0.5387,1.2993,0.1116,0.9492,13.975,0.0183,22.3844,32.036,752.7808,323.0769,1000,16.8144,5.3077,87445,0.3103,220.2,114.8125,0.0021,178.7188,0.3529
2,599.025,173.46,0.0001,0.1504,0.1763,12.7,0.7378,0.388,0.63,1.1331,0.0899,0.9588,11.5121,0.01,21.4747,47.4238,356.853,190.9091,4615.3846,16.329,5,94626.5,0.3352,218.5,144.5686,0.0019,213.2763,0.2886
2,674.73,206.535,0.0003,0.147,0.1699,9.8,0.8447,0.4015,0.3643,1.6259,0.1557,0.9321,14.7642,0.0504,21.034,4.4299,2019.6717,318.1818,8888.8889,15.6693,5.9091,106139,0.2624,225.7353,106.006,0.0113,190.2811,0.2238
2,773.955,168.315,0,0.0331,0.0644,12,0.6101,0.1179,0.4953,1.45,0.1531,0.9351,15.401,0.0026,14.7239,5.4994,862.0499,276.9231,3214.2857,16.8863,4.8462,104944.5,0.2717,214.2857,129.2389,0.0049,203.9011,0.2597
2,588.735,182.28,0.0001,0.0591,0.0891,17.6,0.722,0.1688,0.5582,1.3286,0.1176,0.9462,11.1207,0.0238,23.5486,65,628.864,144.8276,2222.2222,16.6108,5.1724,99370,0.3558,193.3191,86.6056,0.0103,192.8888,0.2658
2,726.18,177.87,0.0001,0.0955,0.1191,13.1,0.7682,0.2549,0.6431,1.1034,0.075,0.9653,11.0964,0.0138,12.5425,120.3427,964.356,80.7692,5357.1429,16.4642,4.9615,107417,0.3706,204.3333,76.75,0.0011,208.8275,0.2164
2,723.24,185.22,0.0001,0.2089,0.2295,15.8,0.7466,0.4344,0.4711,1.4789,0.1193,0.9436,13.3143,0.0166,17.6687,8.1327,318.9747,272.7273,1428.5714,16.0413,5.2727,106077,0.3352,209.5652,126.3043,0.0109,203.1853,0.1753
2,684.285,165.375,0.0005,0.1433,0.1713,18.8,0.8554,0.4949,0.3706,1.6365,0.1545,0.9291,13.0906,0.0701,16.4853,88.4572,197.5952,100,1071.4286,15.4613,5,99662,0.349,205.2222,108.0563,0.0105,184.4004,0.2453
2,617.4,149.205,0.0001,0.4061,0.4266,16.1,0.5938,0.6935,0.4509,1.4704,0.1351,0.9356,11.3795,0.013,21.184,33.0985,1538.6417,368.1818,5217.3913,15.2044,4.7727,91379.5,0.3289,195.5683,191.5333,0.0628,182.0904,0.4062
2,649.005,203.595,0.0001,0.1126,0.1355,9.3,0.8311,0.3221,0.4069,1.6407,0.1615,0.9296,14.1469,0.0169,19.8441,75.417,185.4711,0,3214.2857,15.8616,5.6571,125630,0.2,203.3793,113.5637,0.0131,196.8697,0.2955
2,662.235,175.665,0.0001,0.0278,0.0507,11.1,0.6581,0.0775,0.4471,1.5297,0.1253,0.9429,17.4407,0.0227,19.7793,69.795,210.2641,144.8276,2647.0588,16.9022,4.7586,113711.5,0.3333,201.1111,117.5926,0.0036,200.4318,0.3133
2,604.17,160.23,0.0003,0.1535,0.1828,13.3,0.74,0.4102,0.4926,1.3901,0.1279,0.9401,8.9698,0.0381,17.4403,100.3537,40.4664,57.6923,2000,15.7497,5.6538,92249,0.3293,214,136.3346,0.0119,196.6611,0.2692
2,610.05,163.17,0.0004,0.3058,0.3362,11.9,0.685,0.656,0.3616,1.5739,0.1514,0.9302,10.5581,0.0492,18.1478,85.3715,316.4866,128.5714,1153.8462,15.0393,3.2857,90600.5,0.315,198.6667,97.9565,0.0017,184.1823,0.1479
2,666.645,198.45,0,0.0401,0.065,15.2,0.5244,0.0824,0.5766,1.277,0.0976,0.9563,14.8235,0.0075,17.56,57.043,416.952,110,6000,17.4874,5.1,113726,0.3392,209.6271,112.4069,0.0128,209.0486,0.3601
2,586.53,244.755,0.0001,0.0841,0.1066,16.2,0.749,0.2362,0.4496,1.5879,0.1588,0.9315,16.2225,0.0222,25.7288,91.9583,2830.6471,10.7143,17368.4211,16.434,5.8929,124347,0.2644,189.1667,107.7193,0.0027,177.7975,0.3482
2,552.72,147.735,0,0.1671,0.1955,20.1,0.7691,0.3727,0.389,1.4984,0.1791,0.9295,9.2296,0.0054,19.3446,44.6622,45.9569,245.4545,1034.4828,16.044,5.1818,71750.5,0.3141,215.8,111.163,0.0046,187.2587,0.2737
2,586.53,151.41,0.0001,0.4243,0.4492,13.6,0.5801,0.7155,0.3392,1.5892,0.1389,0.9342,9.9299,0.0085,16.5347,151.8028,2374.1208,45,2727.2727,14.9448,5.25,80118.5,0.3647,200.2632,128.0616,0.0058,180.1271,0.2445
