classification,red,blue,green,black,golden,brown,Cyan,purple,white,Pink,Pink,watermelon,watermelon,tangerine,orange,grapefruit,Banana,Cherry,pitaya,pineapple,Sugar cane,Peach,Chestnut,plum,Loquat,Wax gourd,eggplant,Pepper
2,591.675,175.665,0.0002,0.2454,0.2663,14.1,0.7414,0.6319,0.5515,1.2861,0.109,0.9528,11.0096,0.0287,23.9643,35.9001,154.8501,405,1428.5714,15.3405,4.65,99739,0.3256,199,137.5333,0.0014,188.3607,0.2959
2,536.55,163.905,0.0001,0.0285,0.0483,18.4,0.488,0.0831,0.5531,1.3221,0.1051,0.9517,13.4694,0.013,23.059,193.1754,641.4445,54.5455,0,17.3716,3.8182,97615,0.2941,235.3333,108.6774,0.0017,186.9313,0.2937
2,704.13,201.39,0,0.3567,0.3735,15.1,0.6477,0.6757,0.3785,1.6644,0.1536,0.9279,13.9625,0.0057,19.8217,37.542,111.3697,154.2857,2307.6923,15.0117,4.8,117923.5,0.2619,211.2,127.6339,0.0068,180.133,0.3966
2,610.785,142.59,0,0.1873,0.2069,17.3,0.7905,0.464,0.3869,1.5382,0.1422,0.9335,11.7929,0.0049,15.2079,107.3834,1178.3495,33.3333,7741.9355,15.7057,4.3333,84617.5,0.2835,211.9286,130.6475,0.0093,195.2874,0.1917
2,685.755,175.665,0.0001,0.1082,0.1284,13,0.6488,0.2645,0.3811,1.7198,0.1614,0.9296,17.3573,0.0146,20.6534,65.5796,240.4376,231.8182,1304.3478,16.7948,4.2273,127791.5,0.3542,203.1818,96.7518,0.0076,195.3888,0.3239
2,551.25,155.82,0,0.023,0.0382,10.3,0.4305,0.0749,0.6426,1.0957,0.0863,0.962,14.0146,0.0036,22.911,2.4597,754.966,475,2000,17.4984,6.5,86681,0.2892,222.6486,117.2206,0.0127,164.0285,0.4089
2,620.34,206.535,0,0.1546,0.1725,18.5,0.7553,0.3799,0.6085,1.2454,0.097,0.9562,13.6062,0.0032,24.8323,86.4641,164.3648,200,2608.6957,15.9053,4.6667,123616,0.2788,196.5909,125.4793,0.0091,196.5907,0.283
2,619.605,155.82,0,0.0768,0.0921,13.6,0.7662,0.2121,0.4519,1.4842,0.1272,0.9406,13.8301,0.0016,17.2223,143.685,100.497,26.087,3000,16.4907,3.6522,96665,0.3203,234,104.2459,0.0037,194.7425,0.3414
2,630.63,159.495,0,0.0295,0.0451,13.4,0.7267,0.1245,0.4686,1.474,0.1381,0.9342,15.1192,0.0016,19.5699,37.5209,1606.2032,286.3636,5769.2308,16.7114,5.0455,103352.5,0.3086,218.2857,160.4808,0.0021,198.119,0.2026
2,629.895,229.32,0,0.0769,0.1046,17.5,0.8033,0.2595,0.379,1.6701,0.1665,0.9246,15.3521,0.0016,23.2165,122.3987,21.544,41.3793,3103.4483,16.4345,5.3793,125318.5,0.2628,180.7778,114.4632,0.0094,195.7581,0.3235
2,621.81,177.87,0,0.1708,0.1861,25.7,0.7484,0.4368,0.5134,1.4178,0.129,0.9392,14.0181,177.7649,22.0158,114.3392,698.1258,150,0,15.9978,4.7727,110536,0.4333,191.9,118.1538,0.0032,204.5576,0.2486
2,634.305,172.725,0,0.1441,0.1575,22.5,0.7143,0.3876,0.443,1.5534,0.1265,0.9395,15.581,189.122,20.0998,144.5732,754.056,57.1429,4444.4444,16.7297,4.8571,119961,0.2727,211.8824,96.8302,0.0102,186.1176,0.265
2,657.09,179.34,0,0.0726,0.0919,21.5,0.8374,0.2654,0.4705,1.4711,0.1238,0.9422,14.1413,161.1111,21.6117,45.7211,53.4791,450,1363.6364,16.0006,5.8333,105864.5,0.3459,202.1176,121.5273,0.0045,199.7963,0.2832
2,653.415,171.99,0,0.1346,0.1611,20,0.8414,0.3414,0.4505,1.5115,0.1517,0.9288,12.6267,145.7619,18.657,76.6355,69.5958,156,1250,15.5995,4.92,95243,0.28,201,161.8933,0.0156,191.9175,0.3182
2,529.2,172.725,0,0.1258,0.1515,17.2,0.8086,0.346,0.4655,1.4324,0.132,0.9406,12.2317,174.503,24.2838,101.7662,574.9254,150,1111.1111,16.2303,4.0385,92347,0.2796,205.8571,116.4535,0.0038,205.0763,0.2124
2,612.255,158.76,0,0.1904,0.214,16.3,0.763,0.4471,0.3655,1.565,0.1464,0.9309,12.3048,140.1173,17.1608,73.7949,20.1826,137.5,1153.8462,16.1358,5.125,85787.5,0.3178,211.3125,195.6959,0.012,193.4063,0.2782
2,539.49,175.665,0,0.0787,0.1092,16.2,0.8578,0.2831,0.4794,1.4292,0.1353,0.9387,11.8872,167.1699,23.1245,115.138,269.6087,88.8889,2222.2222,15.9309,4.6667,90186.5,0.3873,194.6,107.5217,0.0047,196.5565,0.1207
2,580.65,166.845,0,0.0463,0.0641,15,0.8313,0.1427,0.4162,1.5466,0.1308,0.9397,15.9751,183.6562,23.3285,69.184,82.7671,174.1935,3157.8947,16.5002,4.0645,106640,0.3654,218.6032,112.9703,0.0147,185.8495,0.3108
2,529.2,184.485,0,0.1947,0.216,14.9,0.7697,0.4507,0.436,1.5351,0.1519,0.9296,12.3734,187.4102,28.2544,55.9095,1538.1646,310.7143,6000,15.6247,5.25,99177.5,0.2516,200.6957,106.7566,0.0108,201.3358,0.2574
2,596.82,195.51,0,0.0246,0.0418,14.1,0.6934,0.1038,0.4078,1.6079,0.1482,0.9302,18.7021,203.7717,27.384,97.3719,87.5906,390,2608.6957,16.882,5.7,121615,0.3371,221.5789,150.2457,0.0073,193.3925,0.2218
2,485.1,147,0,0.0383,0.0566,13.3,0.8168,0.1612,0.4714,1.3829,0.1219,0.9448,13.1556,158.0829,26.1738,56.6172,484.6107,362.5,0,16.5571,4.375,76686,0.5182,189.75,112.9167,0.0013,200.7558,0.2581
2,583.59,191.835,0,0.0584,0.0727,12.8,0.7011,0.1514,0.5501,1.3173,0.1075,0.9492,14.8777,179.2774,28.0746,21.3363,422.9397,544.4444,2727.2727,16.8025,6.5556,104624.5,0.2808,197.027,182.4656,0.0161,198.1225,0.2249
2,588.735,161.7,0,0.611,0.6297,12.8,0.4024,0.8017,0.3202,1.661,0.1457,0.9311,11.7729,161.2372,22.4212,95.0725,453.1833,370.5882,2000,14.2994,5.1176,94926,0.3636,198.125,107.181,0.0055,184.8043,0.2761
2,523.32,194.04,0,0.0839,0.0975,12.3,0.7148,0.2165,0.452,1.5487,0.1396,0.9373,14.3735,208.7126,29.2452,167.6458,777.543,104.3478,0,16.3932,4.1739,109223.5,0.3625,212.6923,102.5889,0.0037,184.7917,0.2817
2,573.3,149.205,0,0.0695,0.0835,12.2,0.865,0.2453,0.5752,1.1954,0.0952,0.9544,9.6203,134.3965,17.2506,81.3662,558.9747,92.3077,5217.3913,16.273,4.8462,77049.5,0.2866,192.0714,77.8041,0.0067,187.3257,0.3215
2,696.78,205.8,0,0.0427,0.0568,11.8,0.7017,0.1414,0.4033,1.597,0.1482,0.935,20.1541,180.6797,22.2364,58.695,608.7308,300,0,16.6908,5.3478,125894,0.2882,187.2857,89.5797,0.0033,175.275,0.2383
2,569.625,169.05,0,0.1401,0.1624,11.4,0.8238,0.4436,0.4319,1.5006,0.1487,0.9324,11.2629,157.8995,22.6792,81.3773,1134.4407,180,5217.3913,15.6982,4.2,89943.5,0.3626,216.7838,96.2642,0.0091,204.2179,0.2401
2,542.43,152.145,0,0.0378,0.0574,10.8,0.6659,0.1216,0.5343,1.3158,0.105,0.9508,13.8892,176.0826,24.6963,22.8223,549.2472,408,1200,16.8913,5.76,95512.5,0.2995,207.6222,133.1136,0.0128,197.3963,0.322
3,561.54,137.445,0.0002,0.0456,0.0884,11.6,0.6455,0.1369,0.4225,1.5158,0.1746,0.9258,9.1444,0.0249,11.2272,245.822,1009.0582,383.3333,0,16.942,3.8333,74993,0.2849,199.8824,152.4094,0.0066,199.9595,0.2914
3,493.185,137.445,0,0.0177,0.0442,13.7,0.4481,0.0609,0.6406,1.0712,0.1052,0.9587,8.5744,0.002,20.7887,21.6328,487.0488,261.2903,2000,17.2554,5.129,63801,0.4295,207.8667,122.6279,0.003,175.8328,0.3806
3,604.17,160.965,0.0008,0.0045,0.0289,11,0.0931,0.0113,0.6767,1.0021,0.0769,0.9655,12.0036,0.096,16.5745,80.0494,343.0721,62.069,4800,18.6341,4.5517,80618,0.3493,206.1667,136.8615,0.0032,188.4817,0.3335
3,607.845,147.735,0.0005,0.2817,0.3009,10.9,0.6582,0.565,0.4926,1.3163,0.1017,0.9506,9.0634,0.0576,15.17,34.5985,602.9752,171.4286,3214.2857,15.2246,4.9286,77541,0.3669,231.6818,117.9831,0.0102,194.0489,0.24
3,502.005,169.05,0,0.0457,0.0627,11.5,0.7374,0.163,0.3667,1.5231,0.1618,0.9286,12.6258,0.002,21.3302,177.4758,42.8441,0,4090.9091,16.6116,6.5714,80604.5,0.2421,207.8718,93.4737,0.0125,192.2856,0.2827
3,601.23,153.615,0,0.0138,0.0361,9,0.3137,0.04,0.6202,1.1605,0.1263,0.9535,11.1048,0.0033,18.0487,116.8131,97.5605,100,4500,17.8331,5,81261,0.2262,207.7143,118.8077,0.0043,180.7571,0.3209
3,677.67,108.045,0.0002,0.0106,0.0385,10.7,0.3233,0.0395,0.6683,1.0203,0.0832,0.9644,10.945,0.0236,12.8887,87.9566,813.8714,214.2857,1764.7059,16.7725,3.8571,71493,0.3563,212.5909,173.5265,0.01,194.545,0.2605
3,689.43,176.4,0.0013,0.0253,0.0475,9.7,0.5441,0.1027,0.5487,1.2811,0.092,0.9567,14.9541,0.1857,12.3961,115.1745,254.3506,93.1034,6000,17.1212,4.2414,100534,0.4406,175.3333,73.6923,0.001,180.8708,0.2897
3,637.98,146.265,0.0004,0.0347,0.0562,16.1,0.5841,0.0892,0.6027,1.2019,0.1105,0.9535,11.3809,0.058,18.3597,122.753,574.1515,90,0,16.9238,3.6,92020,0.3642,205.1429,104.6897,0.0115,202.8062,0.1937
3,593.145,174.93,0,0.0143,0.0305,9,0.4955,0.069,0.5862,1.265,0.11,0.9526,16.284,0.0034,23.5671,79.9363,517.359,207.6923,4736.8421,17.178,3.6923,106997.5,0.2469,187.4,111.8077,0.0016,181.2871,0.3432
3,480.69,143.325,0,0.0077,0.0251,8.2,0.1562,0.0183,0.6863,0.9731,0.0757,0.9655,10.773,0.0021,26.6313,3.7166,89.3984,439.2857,0,18.1676,5.25,69326,0.2147,199.8571,93.6667,0.0031,193.88,0.3613
3,453.495,186.69,0.0004,0.0163,0.0278,10,0.3957,0.0495,0.4351,1.4863,0.1647,0.9336,13.1554,0.0772,29.3103,7.9082,525.3973,427.2727,1034.4828,17.8957,5.1818,82903,0.2393,232.5,95.0556,0.001,205.8719,0.2435
3,502.005,149.205,0.0012,0.0136,0.037,11.5,0.3677,0.0381,0.5925,1.1699,0.1169,0.9469,10.9336,0.1574,21.5391,80.9422,87.1464,150,3214.2857,17.4118,5.1429,72877.5,0.4099,201.5455,116.3505,0.004,214.9439,0.1683
3,602.7,136.71,0.0001,0.0624,0.0816,9.6,0.5783,0.1701,0.4274,1.5073,0.1665,0.9262,11.5175,0.0116,15.8689,165.2371,314.3625,16.6667,1250,17.1986,3.8333,83255.5,0.3784,207.5,81.5364,0.0036,185.8451,0.2754
3,651.21,272.685,0.0002,0.0127,0.0216,10.3,0.1413,0.0209,0.5323,1.404,0.1059,0.955,28.2412,0.0614,34.7689,95.1107,624.1937,260,4615.3846,17.8646,4.6,180021.5,0.275,214.9143,92.9707,0.011,183.6463,0.3065
3,565.215,146.265,0.0011,0.1243,0.167,15.9,0.8337,0.3877,0.5885,1.1583,0.1025,0.9541,7.0143,0.1238,15.1524,140.4054,240.8381,28.5714,3461.5385,15.7574,4.5714,68649.5,0.2948,207.0556,116.3677,0.0073,186.3361,0.3219
3,534.345,181.545,0.0007,0.0378,0.057,16.2,0.5685,0.1329,0.3788,1.5531,0.1452,0.9307,11.877,0.1067,14.5897,150.3138,254.8484,186.2069,4615.3846,17.6022,4.7586,81574,0.2136,217.625,107.0431,0.0054,169.2478,0.3264
3,554.925,171.255,0.0001,0.0197,0.0376,9,0.5311,0.0626,0.6281,1.1351,0.0839,0.9618,15.3449,0.0144,23.4402,57.0879,800.1219,264,0,17.1442,4.56,96797,0.2655,209.8333,177.3134,0.0031,201.6078,0.1895
3,620.34,126.42,0.0011,0.0086,0.0458,11.7,0.4828,0.0472,0.5884,1.1528,0.1206,0.9512,9.6955,0.1112,14.8084,43.1379,454.9374,240,0,17.5451,5.1,64814,0.3097,207.1111,111.0187,0.0139,204.8419,0.2157
3,616.665,148.47,0.0001,0.2567,0.2886,11.4,0.7086,0.593,0.4223,1.4548,0.1243,0.9394,10.1603,0.0178,14.3651,158.9533,909.4269,122.7273,6315.7895,15.4173,3.4091,82535,0.2,221.3636,105.7009,0.0063,183.4444,0.3467
3,696.045,171.99,0.0005,0.0315,0.0465,9.5,0.673,0.1083,0.5323,1.3478,0.0957,0.9551,16.9881,0.0848,20.3668,74.8939,127.1324,208.6957,1200,16.8938,3.6522,113473.5,0.2876,204.8,85.8961,0.0068,172.9896,0.312
3,522.585,140.385,0.0005,0.0323,0.0559,11.3,0.7627,0.1289,0.3838,1.5146,0.1747,0.928,9.955,0.0631,19.2091,29.4281,269.8146,203.2258,2500,16.7898,4.7419,64391.5,0.267,185.6,101.0843,0.0035,179.8688,0.2322
3,532.14,158.025,0,0.0313,0.0614,12.4,0.6856,0.1352,0.3474,1.5634,0.1294,0.9383,11.5973,0.0019,24.9283,62.9449,1166.1604,400,6000,17.0514,5.4286,77387.5,0.3111,211.92,119.8343,0.0072,196.674,0.2045
3,564.48,147,0.0004,0.0362,0.0604,8.8,0.6662,0.1259,0.4982,1.3766,0.1491,0.9396,11.1965,0.0514,15.931,166.3557,502.2659,117.3913,2608.6957,16.9759,4.3043,75097.5,0.2634,185,86.3333,0.0008,200.5677,0.157
3,624.75,119.07,0.0022,0.1809,0.2367,13.8,0.7193,0.4303,0.3442,1.5488,0.1293,0.9397,9.2506,0.2289,8.9047,184.5781,105.4584,229.4118,2857.1429,15.9149,3.7059,69748,0.3006,220.2353,80.2045,0.0063,199.645,0.2369
3,676.935,166.845,0.0005,0.0116,0.0348,9.3,0.2582,0.0285,0.5789,1.2281,0.1009,0.9555,17.8497,0.0709,19.2906,39.1233,1140.3443,225,5000,17.8809,4.6071,103540,0.4148,203.6774,106.1582,0.0082,176.2397,0.3503
3,612.255,166.845,0.0012,0.1778,0.2148,16,0.6091,0.258,0.5652,1.3584,0.1477,0.9423,10.5938,0.1862,17.5139,160.2382,1936.3581,87.5,3461.5385,16.102,8.125,103350.5,0.2767,214,91.6296,0.0042,206.9058,0.2197
3,549.78,148.47,0.0006,0.0138,0.0425,9.9,0.7039,0.0736,0.5654,1.1979,0.0963,0.9571,10.2952,0.08,14.7094,153.8187,331.0774,104.3478,2500,17.2725,4.1739,74595,0.2914,222.2174,100.1404,0.0113,182.3115,0.2488
3,590.94,135.24,0.0003,0.0235,0.0389,6.3,0.5796,0.0815,0.5982,1.1626,0.0891,0.9581,11.675,0.0406,16.6188,20.0606,176.9281,217.2414,1250,17.0617,4.4483,77753.5,0.2466,213,90.9245,0.0051,175.2174,0.4224
3,693.84,150.675,0.001,0.0248,0.0569,10.4,0.3751,0.0517,0.5335,1.3047,0.1063,0.9516,13.0283,0.1153,15.7279,58.6895,583.5335,144,5217.3913,17.7386,4.8,84285.5,0.331,204,116.2121,0.0017,174.9466,0.2942
3,556.395,163.17,0.0007,0.0037,0.027,13.4,0.4446,0.0303,0.4684,1.4268,0.1607,0.9335,14.0512,0.1024,24.4656,2.1709,399.5976,508.6957,3000,17.4937,5.6087,84014,0.2797,176,73.2,0.0017,171.5676,0.3351
3,554.19,144.795,0.0006,0.0329,0.0608,9,0.5654,0.1151,0.4376,1.4616,0.1423,0.9324,12.3542,0.0884,19.141,154.266,350.2317,13.6364,1363.6364,17.3652,3.4091,86835.5,0.28,172.6667,56.8125,0.0009,180.4813,0.2372
3,631.365,180.81,0.0005,0.028,0.043,11.7,0.577,0.0807,0.5635,1.2591,0.1149,0.9459,15.5262,0.0713,21.0755,64.4546,237.4854,165.5172,1034.4828,16.9125,4.5517,94643,0.3617,225.6875,114.1456,0.0083,194.0909,0.298
3,591.675,171.99,0.0003,0.0119,0.0402,10.4,0.5118,0.0399,0.5634,1.2499,0.117,0.945,11.7607,0.0389,17.6007,78.7771,15.6526,75,2400,17.3578,5.0357,87457,0.3688,218.1538,97.8611,0.0033,190.8945,0.2336
3,518.91,120.54,0,0.0562,0.0804,12.2,0.7414,0.1171,0.47,1.3868,0.1409,0.9345,9.8295,0.0058,16.4147,244.1011,889.7849,180,0,16.7019,3.8,75400,0.3008,205.6538,113.8315,0.0146,173.2787,0.3432
3,511.56,153.615,0.0008,0.0126,0.0389,6.5,0.609,0.0594,0.6366,1.0684,0.0913,0.959,10.1248,0.1153,20.0575,102.0381,720.4967,130.4348,0,17.2123,6.7826,73602.5,0.2261,221.12,144.75,0.0088,198.1327,0.2804
3,585.795,152.88,0.0001,0.1845,0.2022,7.8,0.7797,0.487,0.3639,1.5947,0.1655,0.9233,13.2648,0.0222,22.6561,118.886,284.6232,317.6471,3000,15.5372,4.2353,93189,0.3942,224.7143,124.9322,0.0028,192.5675,0.3818
3,493.185,141.12,0.0001,0.0453,0.0666,10.7,0.5422,0.1018,0.6301,1.0788,0.0857,0.9597,8.9742,0.0081,20.0795,127.2396,148.2429,50,3214.2857,17.143,4.5,65916.5,0.2921,211.3636,98.1231,0.0037,176.1227,0.475
3,611.52,158.76,0,0.1926,0.2142,9.9,0.7117,0.4366,0.4507,1.4892,0.1517,0.9317,11.4399,0.0049,21.6954,61.1749,254.0675,180,2400,15.7758,5,91706.5,0.2073,201,104.5714,0.0018,188.3397,0.3647
3,546.105,128.625,0.0006,0.0224,0.0552,6.7,0.5513,0.0752,0.4911,1.3582,0.1309,0.9383,10.6506,0.0769,16.1323,91.8473,622.6992,91.3043,4736.8421,17.2999,4.3043,68865,0.3208,218.32,97.5911,0.0111,193.3893,0.2455
3,741.615,144.795,0.0002,0.0564,0.0893,16.1,0.689,0.1665,0.616,1.1565,0.091,0.9583,11.3477,0.0243,14.5712,16.4806,780.3282,219.2308,3333.3333,16.7482,4.9615,85415,0.3355,198.2857,86.7065,0.0049,190.789,0.2815
3,604.905,187.425,0.0001,0.026,0.0434,9.9,0.6168,0.0821,0.6157,1.157,0.0881,0.9602,12.1836,0.0149,23.2279,57.3679,874.615,262.5,6521.7391,17.1368,5.625,102197.5,0.3795,211.7647,99.6338,0.0054,184.9624,0.2259
3,696.045,163.905,0.0009,0.3953,0.433,14.1,0.5704,0.6195,0.3251,1.667,0.1384,0.9357,11.3679,0.1164,14.2358,52.3736,2398.8387,69.2308,12500,14.9536,4.8462,99326,0.2793,203.1333,93.9008,0.0087,198.5261,0.2803
3,650.475,165.375,0.0002,0.0106,0.0354,13.2,0.3961,0.035,0.4658,1.4514,0.122,0.943,14.8295,0.0292,16.5742,91.7957,540.5168,69.2308,5217.3913,17.6259,4.1538,95714.5,0.3377,212.5,109.4884,0.0021,181.9041,0.2749
3,553.455,132.3,0,0.0122,0.0416,7.2,0.2957,0.0438,0.5631,1.2534,0.1499,0.9429,9.2792,0.0036,12.6314,173.7724,878.5122,142.1053,7142.8571,17.6631,5.5263,65725.5,0.3667,193.8387,86.8008,0.0125,176.359,0.3053
3,782.775,192.57,0.0001,0.085,0.1172,8.7,0.6059,0.1995,0.2932,1.7805,0.1582,0.9258,18.9577,0.0166,14.6171,78.553,92.804,87.5,2608.6957,16.8889,5.375,121720.5,0.3125,215.8571,82.6774,0.0047,184.0474,0.281
3,562.275,196.245,0,0.0179,0.0344,13.3,0.5809,0.0826,0.5337,1.3511,0.1103,0.9492,14.3642,0.0053,23.0898,130.5641,12.1185,10,4285.7143,17.1327,3.9,105269,0.2994,212.3214,104.9655,0.007,187.466,0.2204
3,620.34,131.565,0.0001,0.0625,0.0918,7.3,0.7299,0.2062,0.5013,1.4022,0.1258,0.9394,10.6149,0.0177,17.2506,92.8168,344.0581,122.7273,2142.8571,16.5477,4.5,85242.5,0.2484,185.1,82.1429,0.0036,167.3375,0.3529
3,636.51,148.47,0.0002,0.0293,0.0564,14,0.4778,0.0731,0.5221,1.3609,0.1396,0.9398,12.594,0.0267,17.544,91.3762,120.3271,100,1200,17.2297,3.75,91492.5,0.1875,208.3846,91.3895,0.0064,167.6555,0.4125
3,596.82,216.825,0.0001,0.0397,0.0508,13.7,0.8651,0.1521,0.5472,1.3466,0.1115,0.9532,18.6924,0.0302,30.5949,123.8697,470.2921,433.3333,4000,16.2608,5.6667,132728.5,0.2647,216.6522,188.8603,0.0215,187.0163,0.2949
3,639.45,227.115,0.0005,0.0851,0.1062,8.3,0.8019,0.199,0.3352,1.8309,0.1834,0.9183,20.6561,0.1063,29.8946,157.0676,232.6738,137.5,2727.2727,16.3373,4.625,156526.5,0.2885,201.2,85.1481,0.0033,179.4236,0.377
3,643.125,152.88,0.0012,0.2179,0.2488,10.1,0.6991,0.4169,0.3801,1.5653,0.1346,0.9377,12.6982,0.157,14.3568,72.4043,72.8878,21.4286,2068.9655,15.9772,4.9286,93806,0.3506,220.9,90.0137,0.0043,204.8054,0.2517
3,493.92,155.085,0.0001,0.31,0.3471,9.2,0.6535,0.6002,0.3463,1.5128,0.1261,0.9405,9.6162,0.0162,18.8764,73.6618,652.1197,25,1363.6364,15.3673,3.75,66682,0.2759,206,96.8679,0.0019,180.5401,0.2545
3,564.48,124.215,0.0002,0.0836,0.132,7.1,0.8058,0.2526,0.3596,1.4965,0.1563,0.9291,8.538,0.023,13.5305,98.0287,508.3924,75,6923.0769,16.6698,4.65,64892.5,0.2778,210.4118,97.9936,0.0069,209.6849,0.2417
3,499.8,165.375,0.0001,0.2339,0.2561,14.4,0.7408,0.4542,0.3296,1.6686,0.208,0.92,12.2558,0.018,23.2133,74.1731,97.216,188.8889,3461.5385,15.9135,4.3333,90241,0.2839,216.4286,124.5745,0.0096,171.3188,0.369
3,532.14,137.445,0.0004,0.1701,0.2107,9.1,0.7853,0.4293,0.3497,1.4864,0.1355,0.9374,9.1979,0.0395,14.3226,66.8659,476.8065,48.3871,3600,15.6926,6.6774,62910.5,0.2184,196.8387,94.5617,0.0104,169.4216,0.2988
3,543.165,180.075,0,0.0737,0.0918,16,0.7456,0.2352,0.4433,1.5075,0.1442,0.9316,12.9728,0.0055,26.6303,131.0438,378.2547,144,6000,16.456,4.08,97720.5,0.2921,204.7778,126.5169,0.004,201.8543,0.2042
3,651.21,214.62,0.0001,0.189,0.2101,9.3,0.7984,0.5198,0.3113,1.7648,0.1527,0.93,17.515,0.0215,25.4394,58.6234,166.659,278.5714,1071.4286,15.5708,5.3571,129478.5,0.3478,222.1,135.3804,0.0073,197.644,0.2358
3,574.035,171.255,0,0.115,0.1373,8.6,0.7428,0.3104,0.3988,1.5829,0.1505,0.9278,12.98,0.007,25.6587,38.2037,992.9108,332.1429,4285.7143,16.5496,4.8214,103228,0.4321,221.2941,92.2464,0.0057,189.5096,0.3521
3,681.345,171.99,0,0.204,0.2369,10.9,0.7666,0.4616,0.3153,1.7127,0.1609,0.9289,14.0679,0.0029,15.2704,143.1321,1327.138,15.7895,12000,15.6922,6.1579,107301,0.2342,234,102.875,0.001,176.8522,0.3923
3,666.645,121.275,0.0001,0.1251,0.1718,8.3,0.7851,0.296,0.5197,1.3443,0.1292,0.9397,8.1722,0.015,15.7981,87.9039,375.7337,225,0,16.0894,3.375,76970.5,0.3391,229,168.0625,0.0005,192.7961,0.3323
3,518.175,177.87,0.0001,0.0422,0.0552,13.4,0.626,0.1038,0.5343,1.3642,0.1213,0.9433,15.9557,0.0154,29.8755,62.13,1175.9601,430.4348,4800,16.8947,5.087,107410.5,0.2536,210,90.2484,0.0112,167.9865,0.2874
3,665.175,148.47,0,0.2073,0.2327,5.7,0.766,0.4926,0.4007,1.5234,0.1378,0.9352,10.9915,0.0015,17.4145,96.8024,417.769,72,2000,15.4286,5.04,89739,0.2254,219,101.4,0.001,174.2341,0.3258
3,710.745,194.04,0.0004,0.5255,0.5606,11.4,0.4503,0.7481,0.3621,1.6943,0.1677,0.9216,13.9479,0.0633,17.5076,88.0906,354.5425,66.6667,1153.8462,14.4427,4.6667,126927.5,0.3353,205.9697,94.0551,0.009,172.359,0.2052
3,591.675,161.7,0,0.0416,0.0653,11.5,0.4867,0.0725,0.3788,1.6325,0.1584,0.9319,15.6742,0.0017,18.4823,177.6612,293.1795,135,3157.8947,17.3001,3.45,106118,0.3333,185.5,70.3214,0.0028,166.9618,0.3386
3,514.5,142.59,0,0.0338,0.0565,8.5,0.7473,0.103,0.4578,1.3798,0.1311,0.9368,9.7284,0.0019,15.0945,136.4083,633.0378,120,1363.6364,16.5905,4.32,68503,0.384,214,100.2308,0.0018,183.8973,0.2344
3,635.775,158.025,0.0001,0.1686,0.1966,12.8,0.7724,0.3854,0.3325,1.6686,0.1608,0.9238,12.8899,0.0079,17.7853,93.7079,1062.239,87.5,1250,15.8296,4.125,98817.5,0.321,191.6,126.65,0.0019,186.0942,0.2787
3,571.095,182.28,0,0.0532,0.0693,11.7,0.3527,0.0684,0.63,1.1487,0.0899,0.9599,11.9854,0.0035,24.8003,33.8281,87.1518,310.3448,2400,17.3378,5.7931,88939,0.3274,230.5385,84.5752,0.0052,190.9806,0.2711
3,592.41,117.6,0,0.0413,0.0703,7.2,0.5755,0.1206,0.6002,1.1934,0.0985,0.9554,9.0052,0.0017,16.6295,120.0709,1086.6634,27.2727,1200,17.0448,3.5455,82790.5,0.3154,202.3,92.9277,0.008,189.085,0.2462
3,559.335,177.135,0,0.0034,0.0273,8,0.1144,0.0147,0.6415,1.0795,0.0829,0.962,12.9289,0.0036,21.0029,58.7506,1156.8907,216,5555.5556,18.518,6,80078.5,0.3268,216.16,143.2294,0.0115,198.4091,0.322
3,478.485,149.205,0.0001,0.0102,0.0282,10.1,0.1506,0.0246,0.6958,0.9444,0.0696,0.9691,12.0982,0.0167,21.4371,100.2387,474.1413,150,4090.9091,17.7669,5,73523,0.1527,195.625,134.3889,0.0108,155.5207,0.3239
3,614.46,169.785,0,0.2703,0.2966,18.7,0.65,0.488,0.4704,1.4699,0.1315,0.938,10.3498,155.5667,19.0423,87.9144,214.1354,64.2857,1111.1111,15.8438,4.2857,95589.5,0.3113,181,62.8333,0.001,176.9227,0.282
